SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGZ,DMDHREDZ,DMDHRMAZ,DMDHSEDZ,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,gender_f,edu_f,language_f
94726,10,2,2,46,.,3,3,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,2,1,3,122679.93570783942,121762.76609411885,2,141,15,15,5,Female,HS,English
94727,10,2,2,17,.,4,4,2,213,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,2,2,1,1,1,10925.775666845737,11160.287814210187,1,147,5,5,0.54,Female,<HS,English
94728,10,2,2,3,.,5,6,2,49,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,0,0,1,2,3,1,2,7552.517227179314,9603.408274405494,2,138,15,15,4.81,Female,College,English
94729,10,2,1,37,.,4,4,2,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,2,1,1,1,20892.722698770485,22266.99421448657,2,145,9,9,2.31,Male,<HS,English
94730,10,2,2,62,.,1,1,1,.,2,.,1,1,.,.,4,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,2,2,.,7319.116295351373,7723.434969669536,2,142,99,99,.,Female,HS,English
94731,10,2,2,44,.,4,4,2,.,2,.,2,1,5,.,4,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,.,1,2,24638.505846036573,24654.882561184582,1,141,8,8,2.03,Female,.,English
94732,10,2,2,45,.,4,4,2,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,3,2,1,.,16231.115009628144,16582.44656803708,1,138,7,7,1.71,Female,HS,English
94733,10,2,2,10,.,3,3,2,127,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,3,3,0,2,0,2,2,2,3,.,17980.805126226453,18827.783665387367,1,145,5,5,1.03,Female,HS,English
94734,10,2,1,8,.,3,3,1,106,.,.,2,2,2,2,.,.,.,1,1,1,1,2,1,1,2,2,.,6,6,1,3,0,1,3,3,1,1,22121.001566658648,24757.784631657967,1,143,3,3,0.35,Male,College,English
94735,10,2,2,45,.,2,2,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,2,3,2,1,2,51552.545461697555,52989.638101772114,2,143,5,5,0.82,Female,HS,English
94736,10,2,1,51,.,5,6,2,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,3,1,2,13353.952729548671,13595.943930200396,2,138,14,14,3.88,Male,College,English
94737,10,1,1,32,.,4,4,.,.,2,.,1,1,.,.,3,6,.,1,2,2,1,2,2,.,.,.,.,5,5,0,2,1,2,4,1,2,.,37669.6339191038,0,2,145,77,77,.,Male,<HS,English
94738,10,2,2,4,.,3,3,1,61,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,2,2,2,2,.,15606.204319514618,15583.867526724673,1,146,5,5,0.81,Female,HS,English
94739,10,2,1,57,.,3,3,1,.,2,.,2,2,4,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,4,2,1,2,29294.725348836,30663.61874821586,1,140,5,5,1.48,Male,HS,English
94740,10,2,2,46,.,5,6,1,.,2,.,2,2,6,.,5,5,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,3,3,.,8834.07218652609,9216.900653609457,1,144,6,6,2.49,Female,College,English
94741,10,2,2,3,.,4,4,1,45,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,1,0,2,3,2,2,.,8319.084492101052,8912.269708068588,1,144,10,10,1.18,Female,HS,English
94742,10,2,2,10,.,3,3,1,125,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,2,3,3,1,3,52465.040987280445,69038.46265896106,1,146,14,14,4.02,Female,College,English
94743,10,2,2,13,.,3,3,2,167,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,6,6,0,3,0,1,3,2,1,2,21530.6665032406,21454.17460637588,1,142,9,9,1.82,Female,HS,English
94744,10,2,1,43,.,4,4,1,.,2,.,2,2,77,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,2,1,1,2,43691.65411173465,46536.400985290624,1,143,6,6,1.14,Male,<HS,English
94745,10,2,1,19,.,3,3,1,238,2,.,1,1,.,15,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,.,1,2,36925.977504763825,39314.92097113175,1,139,4,4,0.95,Male,.,English
94746,10,1,2,34,.,4,4,.,.,2,.,1,1,.,.,4,3,3,1,2,2,1,2,2,.,.,.,.,5,1,0,0,0,2,3,2,3,.,19614.442644416158,0,1,145,99,77,.,Female,HS,English
94747,10,2,2,59,.,3,3,1,.,2,.,2,2,5,.,5,1,.,1,2,2,.,.,.,1,2,2,1,2,2,0,0,1,1,4,2,1,3,139188.88914659436,134179.8962121209,1,140,.,.,.,Female,HS,English
94748,10,2,2,51,.,4,4,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,2,3,.,12629.774549871212,12829.505355157815,2,145,1,1,0,Female,HS,English
94749,10,2,2,13,.,4,4,2,159,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,6,6,0,3,0,2,2,1,2,.,28497.260392736993,29402.14419986629,2,143,6,6,0.89,Female,<HS,English
94750,10,2,1,80,.,3,3,2,.,2,.,1,1,.,.,1,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,1,1,1,9448.497510477533,12238.205967231213,2,147,4,4,1.1,Male,<HS,English
94751,10,2,1,9,.,5,7,1,113,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,1,1,2,2,2,1,.,12059.808886948082,13144.728309930446,1,143,15,15,4.07,Male,HS,English
94752,10,2,1,73,.,3,3,2,.,1,1,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,2,2,.,66618.99912418588,70988.50132075677,1,134,7,7,2.99,Male,HS,English
94753,10,2,2,74,.,5,6,1,.,2,.,2,1,8,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,3,1,.,11128.20589084265,11805.007161875028,1,148,14,14,5,Female,College,English
94754,10,2,2,65,.,3,3,2,.,2,.,1,1,.,.,1,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,1,1,1,51749.456241149106,72178.64325701728,2,139,15,15,5,Female,<HS,English
94755,10,2,2,74,.,2,2,2,.,2,.,2,1,9,.,2,3,.,1,2,2,1,2,2,2,2,2,.,4,4,0,1,2,1,4,2,1,2,14718.69843862464,14987.454782155079,1,145,7,7,1.79,Female,HS,English
94756,10,1,2,72,.,3,3,.,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,.,.,.,.,3,3,0,1,2,1,4,2,1,2,28557.142112483158,0,1,140,6,6,1.67,Female,HS,English
94757,10,2,1,19,.,2,2,1,230,2,.,2,1,4,15,.,.,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,1,2,.,.,22624.654056199062,22723.697986728348,1,146,2,2,0.46,Male,HS,English
94758,10,1,1,34,.,5,6,.,.,2,.,1,1,.,.,5,5,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,0,1,2,3,3,.,17772.177025467856,0,2,134,15,15,5,Male,College,English
94759,10,2,1,6,.,2,2,1,73,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,1,2,0,2,2,1,1,1,17168.897538909296,17625.07329165376,2,140,6,6,0.85,Male,<HS,Spanish
94760,10,2,2,74,.,4,4,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,3,.,12667.90886248578,12914.220262542316,2,145,3,3,0.91,Female,HS,English
94761,10,2,1,24,.,5,6,1,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,2,2,1,.,11215.845083872433,12368.799829349216,2,135,8,8,2.41,Male,HS,English
94762,10,1,1,4,.,3,3,.,.,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,1,0,2,2,2,2,.,44237.079413529886,0,2,147,6,6,1.16,Male,HS,English
94763,10,2,1,43,.,4,4,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,6,6,1,3,0,2,2,2,1,2,55927.099581969545,53958.086136776816,1,136,15,15,4.85,Male,HS,English
94764,10,2,2,43,.,4,4,2,.,2,.,1,1,.,.,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,1,3,2,1,2,18205.22918394464,20744.367397026184,2,147,15,15,3.4,Female,HS,English
94765,10,2,1,55,.,3,3,2,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,2,2,.,35924.63651333101,37869.66567738116,1,135,2,2,0.8,Male,HS,English
94766,10,2,1,42,.,4,4,2,.,2,.,2,1,7,.,4,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,2,1,3,19639.199186072037,21248.5013246952,2,134,15,15,5,Male,HS,English
94767,10,2,1,69,.,5,7,2,.,1,1,1,1,.,.,3,3,.,1,2,2,1,2,2,.,.,.,.,2,1,0,0,1,1,4,2,2,.,7512.093658865737,8015.421646571205,1,138,4,4,1.29,Male,HS,English
94768,10,2,1,80,.,3,3,2,.,1,2,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,55580.28234902012,64933.15386849376,2,145,9,9,3.34,Male,College,English
94769,10,1,2,8,.,3,3,.,.,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,0,3,0,2,2,2,2,.,7042.75763675761,0,1,140,6,6,1.08,Female,HS,English
94770,10,2,1,0,8,4,4,1,8,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,1,3,0,1,2,2,1,3,8259.794443570743,8366.000739629495,1,140,9,9,1.72,Male,HS,English
94771,10,2,2,42,.,3,3,1,.,2,.,1,1,.,.,3,1,2,1,2,2,1,2,2,1,2,2,1,7,7,1,3,0,2,3,2,1,2,44936.38364173953,45632.187946109625,1,140,15,15,3.23,Female,HS,English
94772,10,2,1,17,.,5,7,1,214,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,4,3,0,1,0,2,3,3,2,.,6742.173889996519,6592.554685286454,1,144,8,8,2.45,Male,College,English
94773,10,2,1,32,.,1,1,2,.,2,.,2,9,3,.,5,5,.,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,2,3,3,.,92036.21799077139,90562.99782960028,1,147,10,10,5,Male,College,Spanish
94774,10,2,2,17,.,3,3,1,208,2,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,1,1,1,1,3,2,1,2,14220.283407743438,14282.942329194108,1,140,8,8,1.19,Female,HS,English
94775,10,2,2,26,.,4,4,2,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,5,4,1,1,1,2,3,3,2,.,30031.658877005986,32046.95781866735,1,136,6,6,1.22,Female,College,English
94776,10,2,1,72,.,2,2,1,.,2,.,2,1,7,.,4,2,.,1,2,2,1,2,2,1,2,2,.,4,4,0,2,1,1,3,1,2,.,13968.806747571289,14536.25662616123,1,140,6,6,1.08,Male,<HS,English
94777,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,3,3,0,0,2,1,4,.,1,2,22248.261538243612,23923.696288613228,1,144,9,9,2.94,Female,.,English
94778,10,2,2,9,.,3,3,2,117,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,0,3,0,1,2,2,1,2,24271.62741050488,26296.108828832756,2,147,7,7,1.24,Female,HS,English
94779,10,2,1,80,.,3,3,2,.,1,2,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,19387.112171900884,22968.744834556226,2,145,8,8,2.84,Male,HS,English
94780,10,2,1,74,.,1,1,1,.,1,1,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,2,30420.753431734207,31849.733455753903,1,148,15,15,5,Male,College,English
94781,10,2,2,9,.,5,6,2,116,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,2,2,3,1,3,11325.054332960732,11893.804243245906,2,138,12,12,.,Female,College,English
94782,10,2,2,16,.,3,3,2,202,.,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,3,3,2,.,119901.56834568673,125928.86322725833,1,141,14,14,4.65,Female,College,English
94783,10,2,2,28,.,5,6,2,.,2,.,2,2,3,.,4,1,1,1,2,2,1,2,2,1,2,2,1,7,7,1,1,1,2,2,3,1,2,13680.849786480665,14431.368191739275,1,138,9,9,1.5,Female,College,English
94784,10,2,1,4,.,3,3,1,48,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,2,0,0,2,2,2,3,.,26597.663563729842,28822.203760815213,2,137,4,4,0.91,Male,HS,English
94785,10,2,1,55,.,5,6,2,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,1,1,2,1,3,2,2,0,0,0,2,3,3,1,3,9484.030815730352,9494.206985111368,1,141,8,8,3.08,Male,College,English
94786,10,2,2,24,.,3,3,2,.,2,.,2,2,2,.,4,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,2,2,1,2,77016.24504697397,78004.62289737903,2,143,9,9,2.79,Female,HS,English
94787,10,2,1,19,.,1,1,1,.,2,.,2,1,99,15,.,.,.,1,2,2,2,2,2,1,2,2,1,6,6,0,0,2,2,3,2,1,.,15596.241033247019,15979.473175885307,2,135,6,6,0.96,Male,HS,English
94788,10,2,2,53,.,5,6,2,.,2,.,2,1,4,.,4,1,.,1,2,1,1,2,1,1,2,2,3,3,3,0,0,1,1,4,2,1,2,18273.90623794516,21032.52436435445,2,146,15,15,5,Female,HS,English
94789,10,2,2,8,.,4,4,2,100,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,3,0,2,2,2,3,.,8126.359846779988,8560.660602792032,2,145,1,1,0,Female,HS,English
94790,10,2,1,0,0,4,4,2,1,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,2,2,0,1,3,1,2,.,5403.045878195689,7117.2132091212425,1,145,7,7,1.06,Male,<HS,English
94791,10,1,1,12,.,3,3,.,.,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,.,.,.,.,3,1,0,2,0,2,3,3,2,.,23589.136248095074,0,1,145,8,1,0,Male,College,English
94792,10,2,1,66,.,5,6,2,.,2,.,2,1,7,.,5,1,.,1,2,1,1,2,1,1,2,2,.,3,3,0,0,2,1,4,3,1,.,17200.62617523958,17676.152256736663,1,141,9,9,2.94,Male,College,English
94793,10,2,1,40,.,1,1,1,.,2,.,2,2,3,.,4,1,.,2,2,2,2,2,2,2,2,2,2,5,5,0,3,0,1,3,2,1,3,40143.83183421552,39271.712886605375,1,137,9,9,1.91,Male,HS,Spanish
94794,10,2,2,0,10,3,3,1,11,.,.,1,1,.,.,.,.,.,1,1,1,1,2,1,.,.,.,.,5,5,2,1,0,1,2,3,1,3,9198.589012978264,9242.93442729151,2,135,6,6,0.85,Female,College,English
94795,10,2,2,27,.,1,1,1,.,2,.,1,1,.,.,4,1,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,1,2,28886.6112289981,31550.706069675907,2,135,15,15,5,Female,HS,English
94796,10,2,1,0,3,1,1,2,4,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,.,1,.,10017.870019022945,10157.431263481696,1,135,12,12,.,Male,.,English
94797,10,2,2,66,.,5,6,1,.,2,.,2,1,5,.,1,1,.,1,2,1,1,2,1,1,2,1,.,2,2,0,0,2,1,4,1,1,1,11959.677824961958,12306.957619842822,1,137,4,4,1.16,Female,<HS,English
94798,10,1,2,80,.,5,6,.,.,2,.,2,1,6,.,1,1,.,1,2,1,1,2,1,.,.,.,.,2,2,0,0,2,1,4,2,1,1,12667.988594079176,0,2,145,3,3,0.8,Female,HS,English
94799,10,2,2,17,.,1,1,1,212,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,2,2,1,1,30992.214419095162,33638.06961827421,1,136,9,9,1.91,Female,HS,English
94800,10,2,1,6,.,3,3,2,77,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,0,3,0,2,3,3,1,1,58178.77332855901,63667.98648374326,2,138,15,15,4.34,Male,College,English
94801,10,2,1,45,.,4,4,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,3,1,3,36915.33289288327,37570.08607231361,2,144,15,15,4.32,Male,College,English
94802,10,2,1,22,.,2,2,1,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,2,1,4,1,1,.,34993.25615815163,37744.694180486,2,144,14,14,3.29,Male,<HS,English
94803,10,1,2,31,.,1,1,.,.,2,.,1,1,.,.,4,1,3,1,2,2,.,.,.,.,.,.,.,6,6,2,1,0,2,2,2,1,.,68773.55680356576,0,2,137,.,.,.,Female,HS,English
94804,10,2,1,16,.,4,4,2,194,.,.,1,1,.,9,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,2,2,2,.,16124.774584131183,17003.947724498048,1,145,7,7,1.71,Male,HS,English
94805,10,2,1,62,.,5,7,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,2,2,4,1,1,2,27921.444845962375,27943.949144146718,2,143,2,2,0.46,Male,<HS,English
94806,10,2,1,55,.,2,2,2,.,2,.,2,2,6,.,1,1,.,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,3,1,1,.,18469.225729822054,18499.76826945307,2,141,6,6,1.82,Male,<HS,Spanish
94807,10,2,1,12,.,1,1,2,145,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,2,2,1,2,22076.142330242452,22618.599150983526,1,135,14,14,3.05,Male,HS,English
94808,10,2,2,41,.,4,4,1,.,2,.,2,2,2,.,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,2,3,2,3,.,13192.829223185146,13367.899624084726,2,144,5,5,1.46,Female,HS,English
94809,10,2,2,79,.,1,1,1,.,2,.,2,1,8,.,1,1,.,2,2,2,2,2,2,2,2,2,.,7,7,0,3,2,1,3,1,1,2,14023.725213330197,14155.892919445065,2,141,14,14,1.78,Female,<HS,Spanish
94810,10,2,1,56,.,5,7,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,.,.,.,.,7,7,2,1,0,2,3,2,1,2,14287.685770586691,14152.017460318948,2,135,77,77,.,Male,HS,English
94811,10,2,1,68,.,4,4,2,.,2,.,1,1,.,.,2,5,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,1,1,3,.,1,.,9602.804680124018,9235.46671192966,1,138,2,2,0.57,Male,.,English
94812,10,2,1,46,.,5,6,2,.,2,.,2,2,4,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,3,1,3,13918.724108220655,14949.226658310676,2,138,15,15,4.58,Male,College,English
94813,10,2,2,62,.,5,6,1,.,2,.,2,2,2,.,5,3,.,1,2,2,1,2,2,1,2,2,1,5,4,0,0,1,1,3,3,3,.,8206.247238565227,8365.86816664375,2,140,15,9,2.39,Female,College,English
94814,10,2,2,11,.,1,1,1,132,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,3,3,1,3,25638.7947502306,26357.864650570245,1,148,15,15,5,Female,College,English
94815,10,2,1,1,21,4,4,1,21,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,0,0,2,3,2,3,.,6662.0654855097255,7230.709272096795,1,144,8,8,1.21,Male,HS,English
94816,10,2,2,18,.,3,3,1,227,2,.,1,1,.,13,.,.,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,0,2,1,2,.,.,50218.43482514228,49629.79636667722,1,146,1,1,0.12,Female,HS,English
94817,10,1,2,1,14,5,6,.,.,.,.,1,1,.,.,.,.,.,1,1,2,.,.,.,.,.,.,.,6,6,1,2,0,2,2,.,1,.,6866.301372598095,0,2,136,.,.,.,Female,.,English
94818,10,1,1,76,.,1,1,.,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,2,1,4,2,1,1,24302.85405860588,0,1,148,12,12,.,Male,HS,English
94819,10,2,2,32,.,1,1,1,.,2,.,2,2,5,.,2,1,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,0,1,3,1,1,1,15470.3464572729,15599.154804683252,1,148,7,7,1.14,Female,<HS,Spanish
94820,10,2,2,16,.,4,4,1,193,.,.,1,1,.,9,.,.,.,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,2,3,2,2,.,19700.907252553116,20577.29719495671,2,142,6,6,1.82,Female,HS,English
94821,10,2,1,15,.,5,6,2,192,.,.,1,1,.,10,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,1,0,2,3,3,1,3,19024.875148903433,19413.906377730975,1,141,15,15,5,Male,College,English
94822,10,2,2,11,.,4,4,1,141,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,7,7,0,3,0,1,3,3,1,2,9869.342399742322,9947.880416147955,2,144,9,9,1.58,Female,College,English
94823,10,2,2,1,21,4,4,2,22,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,1,0,2,2,1,1,.,8713.799484930718,9223.27203011972,2,145,4,4,0.6,Female,<HS,English
94824,10,2,1,2,.,3,3,1,29,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,0,0,1,2,3,1,2,18183.263599840266,20774.54695222632,1,140,15,15,5,Male,College,English
94825,10,2,2,6,.,5,7,1,84,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,1,1,1,2,2,3,.,10469.344534995698,10513.479802328364,1,144,99,99,.,Female,HS,English
94826,10,2,2,66,.,4,4,1,.,2,.,1,1,.,.,4,1,.,1,2,2,.,.,.,1,2,2,1,2,2,0,0,1,1,3,2,1,2,5472.957870873572,5564.549279698351,2,135,.,.,.,Female,HS,English
94827,10,2,2,9,.,4,4,2,116,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,2,2,2,1,2,12813.633982293619,13060.52888380114,2,147,6,6,1.2,Female,HS,English
94828,10,2,1,2,.,4,4,2,31,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,2,0,0,2,3,2,2,.,7283.280015084248,8165.109310422982,1,145,6,6,1.29,Male,HS,English
94829,10,2,2,80,.,3,3,1,.,2,.,2,2,9,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,52868.232269044485,59103.09430136407,2,136,10,10,4.25,Female,College,English
94830,10,2,2,0,1,3,3,2,2,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,3,0,2,2,3,1,3,7687.510136629483,7724.570801212403,2,141,8,8,1.13,Female,College,English
94831,10,2,2,64,.,3,3,2,.,2,.,1,1,.,.,2,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,1,2,.,25774.44495410452,28959.669084765148,1,145,6,6,2.65,Female,<HS,English
94832,10,2,2,71,.,3,3,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,115944.34718343403,129915.41965759979,1,141,14,14,4.93,Female,College,English
94833,10,2,2,15,.,1,1,2,180,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,2,3,2,2,.,15093.749360009926,15349.273626110931,2,141,8,8,1.7,Female,HS,English
94834,10,2,2,62,.,3,3,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,2,4,2,1,3,67066.82835487806,66507.84106756627,1,135,15,15,5,Female,HS,English
94835,10,2,2,59,.,3,3,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,2,2,.,74077.55897246722,75340.20662684646,2,135,2,2,0.74,Female,HS,English
94836,10,2,2,71,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,2,1,2,8163.1355867052725,11417.316144112654,2,139,12,12,.,Female,HS,English
94837,10,2,2,33,.,1,1,1,.,2,.,2,2,5,.,1,6,2,2,2,1,2,2,1,.,.,.,.,7,5,1,2,0,1,2,.,1,1,26511.692626898828,31212.269525312502,2,136,99,4,0.63,Female,.,Spanish
94838,10,1,2,78,.,4,4,.,.,2,.,1,1,.,.,2,2,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,1,2,4,1,2,.,14773.026727968863,0,1,145,2,2,0.75,Female,<HS,English
94839,10,2,2,4,.,3,3,2,56,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,5,3,1,0,1,3,1,1,.,20116.318307694473,20250.80866527984,1,141,6,6,1.11,Female,<HS,English
94840,10,2,2,16,.,3,3,2,202,.,.,1,1,.,10,.,.,.,1,2,2,.,.,.,1,2,2,1,4,4,0,2,0,2,3,2,1,.,19406.306444670696,20020.314152024206,2,139,.,.,.,Female,HS,English
94841,10,2,2,14,.,2,2,2,180,.,.,2,2,3,9,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,1,2,0,2,2,1,1,.,23089.196344980268,29789.66167316747,1,134,99,99,.,Female,<HS,Spanish
94842,10,2,2,12,.,1,1,1,151,.,.,1,1,.,6,.,.,.,2,1,2,2,2,2,1,2,2,1,7,7,1,2,1,2,3,1,1,.,25433.005035871538,26468.226647716965,2,137,4,4,0.4,Female,<HS,Spanish
94843,10,2,2,3,.,3,3,2,45,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,3,0,0,2,2,3,1,3,37122.54174205502,37945.85062870341,2,141,14,14,2.58,Female,College,English
94844,10,2,1,36,.,3,3,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,3,1,2,196899.9967238888,245217.7521757388,1,141,15,15,5,Male,College,English
