SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGZ,DMDHREDZ,DMDHRMAZ,DMDHSEDZ,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,gender_f,edu_f,language_f
97303,10,2,2,8,.,5,6,2,99,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,2,3,1,3,8170.779355008769,8581.119993428143,2,134,15,15,5,Female,College,English
97304,10,2,2,26,.,1,1,2,.,2,.,2,2,99,.,3,6,2,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,2,2,2,1,.,55711.69608224175,64795.88678220435,2,143,5,5,0.59,Female,HS,English
97305,10,2,1,64,.,3,3,2,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,2,2,.,117771.66810986245,111795.52678773142,1,135,15,15,5,Male,HS,English
97306,10,2,2,20,.,1,1,1,.,2,.,99,.,.,.,3,5,2,1,2,2,2,2,2,1,2,2,1,6,6,0,0,0,1,3,2,1,1,31581.521705377945,33003.93459433611,1,148,99,99,.,Female,HS,English
97307,10,2,1,63,.,3,3,2,.,1,1,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,2,2,.,16684.586472888277,16512.743372193097,1,143,3,3,0.91,Male,HS,English
97308,10,2,2,51,.,3,3,2,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,2,2,.,68523.70080815745,67521.33654762783,2,147,7,7,3.29,Female,HS,English
97309,10,2,2,2,.,1,1,1,29,.,.,1,1,.,.,.,.,.,1,1,2,.,.,.,.,.,.,.,4,4,1,0,0,1,2,.,1,.,30744.058194726407,38994.458801746536,1,137,.,.,.,Female,.,English
97310,10,2,2,2,.,4,4,2,32,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,5,2,2,0,2,2,2,.,.,6359.88421144462,6859.121886348546,2,134,12,6,0.85,Female,HS,English
97311,10,2,1,1,22,4,4,2,23,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,1,0,2,2,3,3,.,10298.11302133165,11362.402049743721,1,136,9,9,2.24,Male,College,English
97312,10,2,2,5,.,4,4,1,62,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,2,0,0,2,2,2,1,.,15066.664567993732,20182.98883086473,1,139,4,4,0.78,Female,HS,English
97313,10,2,2,18,.,3,3,1,225,2,.,1,1,.,13,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,3,1,2,163648.77435001804,171537.67196216388,1,139,15,15,5,Female,College,English
97314,10,2,2,29,.,5,7,1,.,2,.,1,1,.,.,5,6,2,1,2,2,1,2,2,1,2,2,1,7,7,2,1,0,2,3,2,1,2,13122.072182135204,14797.076575264684,2,135,77,77,.,Female,HS,English
97315,10,2,1,13,.,2,2,1,164,.,.,2,2,99,6,.,.,.,2,1,2,2,2,2,2,2,2,2,5,5,0,1,0,1,3,1,3,.,70451.72274474395,73213.5060717298,2,144,99,99,.,Male,<HS,Spanish
97316,10,2,1,27,.,1,1,2,.,2,.,2,2,3,.,4,6,.,2,2,2,2,2,2,2,2,2,2,3,3,1,0,0,2,2,1,1,2,33520.49446595658,33918.30379267371,1,138,6,6,1.39,Male,<HS,Spanish
97317,10,2,2,0,6,1,1,2,7,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,2,0,2,2,2,1,2,7824.57836886929,8153.306379628472,2,141,8,8,1.53,Female,HS,English
97318,10,2,2,0,9,1,1,2,10,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,2,1,0,1,2,1,1,1,8123.7730644273925,8186.412554123053,2,141,7,7,1.46,Female,<HS,Spanish
97319,10,2,1,32,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,2,2,1,2,38558.45790657127,39662.7076949086,1,142,6,6,1.02,Male,HS,English
97320,10,2,1,65,.,4,4,1,.,1,2,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,2,1,2,10393.713738196002,10835.092611520471,1,139,7,7,2.16,Male,HS,English
97321,10,2,1,37,.,5,6,2,.,2,.,2,2,3,.,5,1,.,1,2,2,1,2,2,.,.,.,.,4,4,2,0,0,2,2,3,1,3,20555.75658641699,24608.74480068538,2,138,15,15,5,Male,College,English
97322,10,2,2,32,.,4,4,2,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,2,2,2,3,.,26853.98746851873,26162.47770864591,1,141,7,7,2.28,Female,HS,English
97323,10,2,2,67,.,5,6,1,.,2,.,2,1,8,.,5,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,3,2,.,15465.994643105982,17030.50188240545,2,141,8,8,3.91,Female,College,English
97324,10,2,2,19,.,3,3,1,238,2,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,0,1,1,1,3,2,1,2,14220.283407743438,14282.942329194108,1,140,8,8,1.19,Female,HS,English
97325,10,2,2,27,.,1,1,2,.,2,.,2,2,3,.,3,1,2,2,2,2,1,2,2,2,2,2,2,4,4,1,1,0,1,2,2,1,2,66947.02677553872,73457.00299058562,1,134,7,7,1.54,Female,HS,Spanish
97326,10,2,1,64,.,5,6,1,.,2,.,2,1,9,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,2,2,4,3,1,2,5051.936999915056,5189.435044094636,2,135,8,8,1.79,Male,College,English
97327,10,2,1,76,.,4,4,1,.,1,1,1,1,.,.,5,3,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,3,2,.,10043.720992079592,10448.778371555785,1,148,7,7,3.32,Male,College,English
97328,10,2,2,9,.,4,4,2,112,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,1,2,0,1,2,2,1,2,12734.396432722893,12788.080403959075,2,147,9,9,1.87,Female,HS,English
97329,10,2,2,17,.,3,3,2,205,2,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,3,3,1,3,107479.33449818288,112660.51271748461,1,134,15,15,5,Female,College,English
97330,10,2,1,72,.,3,3,2,.,1,1,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,3,3,0,0,2,1,4,2,1,2,79753.46314695771,88937.16788540625,1,141,14,14,4.65,Male,HS,English
97331,10,2,2,3,.,5,6,2,42,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,0,0,1,2,3,1,3,10789.005516266814,13414.195896056854,2,138,12,12,.,Female,College,English
97332,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,2,2,.,26870.82849071588,29354.221556643202,1,140,6,6,1.67,Female,HS,English
97333,10,2,2,48,.,5,6,2,.,2,.,2,2,2,.,5,1,.,1,2,1,1,2,2,1,2,1,3,3,3,0,0,0,1,3,3,1,3,17936.61836986767,20329.07026762262,2,134,14,14,3.85,Female,College,English
97334,10,2,2,72,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,2,104189.10940131429,117212.51551397855,2,135,15,15,5,Female,College,English
97335,10,2,2,12,.,5,7,1,153,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,2,2,3,.,19796.080114459754,23801.46972729261,2,142,2,2,0.31,Female,HS,English
97336,10,2,2,58,.,5,6,1,.,2,.,2,1,7,.,3,6,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,3,2,1,.,17110.967344221324,18370.448710653574,2,136,15,15,5,Female,HS,English
97337,10,2,1,71,.,4,4,1,.,2,.,1,1,.,.,5,3,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,3,2,.,7519.829796050374,7953.495696402556,1,144,3,3,0.97,Male,College,English
97338,10,2,2,37,.,5,7,1,.,2,.,1,1,.,.,3,3,2,1,2,2,1,2,2,1,2,2,1,6,6,0,3,0,2,1,2,.,.,51157.40079526914,56736.019274426384,2,140,5,5,0.59,Female,HS,English
97339,10,2,1,80,.,3,3,1,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,1,1,1,9755.487612663977,11846.982549954251,1,138,3,3,0.86,Male,<HS,English
97340,10,2,2,9,.,4,4,1,112,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,0,3,0,1,3,3,1,3,7967.004515859489,9358.065553528439,2,147,14,14,3.06,Female,College,English
97341,10,2,1,9,.,3,3,2,118,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,2,2,0,1,2,2,1,2,39548.372701672,42595.764944242575,1,142,7,7,1.18,Male,HS,English
97342,10,1,2,50,.,4,4,.,.,2,.,1,1,.,.,4,4,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,0,2,3,2,2,.,21725.21112276006,0,2,146,5,5,1.46,Female,HS,English
97343,10,2,2,57,.,3,3,2,.,2,.,2,2,9,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,3,2,1,2,374665.89355224534,394721.00980178197,1,136,15,15,5,Female,HS,English
97344,10,2,1,11,.,4,4,2,142,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,0,2,0,2,2,2,1,2,11673.55296924462,12650.075494898556,1,147,15,15,3.03,Male,HS,English
97345,10,2,1,18,.,5,6,2,224,2,.,2,2,4,11,.,.,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,2,2,.,4683.578689533427,5356.679223932871,2,141,5,5,1.34,Male,HS,English
97346,10,2,2,4,.,5,6,2,56,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,4,1,1,0,1,3,3,1,3,8250.47399162209,7835.982075508517,2,138,15,15,4.78,Female,College,English
97347,10,2,1,0,11,3,3,1,12,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,2,1,1,2,1,2,.,.,8667.542272886956,9325.905922464432,2,135,10,10,1.94,Male,HS,English
97348,10,2,2,68,.,5,6,2,.,2,.,2,2,4,.,1,1,.,1,2,2,1,2,1,1,2,1,.,2,2,0,0,2,1,4,2,1,1,20053.266894359185,21622.44806807908,2,134,1,1,0,Female,HS,English
97349,10,2,2,31,.,5,6,1,.,2,.,2,1,4,.,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,2,2,3,1,3,14000.830241062951,15165.794854807426,2,144,10,10,2.79,Female,College,English
97350,10,2,2,10,.,4,4,2,123,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,1,2,0,1,2,1,1,2,11676.033495350988,11999.379757086044,1,147,1,1,0.07,Female,<HS,English
97351,10,2,2,12,.,3,3,2,155,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,2,1,3,22938.408211362956,23911.848638781743,2,141,14,14,2.55,Female,HS,English
97352,10,2,1,45,.,3,3,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,2,3,2,1,2,85702.83700902665,83947.51739185934,2,142,10,10,2.21,Male,HS,English
97353,10,2,1,80,.,3,3,2,.,1,2,1,1,.,.,5,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,3,2,.,17299.881025556017,20211.049477672706,1,143,4,4,1.66,Male,College,English
97354,10,2,2,31,.,2,2,2,.,2,.,1,1,.,.,3,6,2,1,2,2,1,2,2,.,.,.,.,4,4,1,2,0,2,2,2,1,.,51940.64760496797,55412.39540755521,1,138,6,6,1.1,Female,HS,English
97355,10,2,2,0,1,3,3,2,2,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,0,0,1,3,2,1,.,12051.374263150492,11404.485756399274,2,146,8,8,2.41,Female,HS,English
97356,10,2,2,29,.,1,1,1,.,2,.,1,1,.,.,3,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,2,2,3,.,85580.43244617905,94087.0934374869,2,143,5,5,1.25,Female,HS,English
97357,10,2,1,62,.,4,4,2,.,1,2,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,4,2,1,2,9592.122765880249,10255.96446907404,1,147,6,6,1.57,Male,HS,English
97358,10,2,2,16,.,3,3,1,196,.,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,4,4,0,1,1,1,4,2,2,.,24429.06119161444,24793.513828077408,2,140,8,8,2.09,Female,HS,English
97359,10,2,2,17,.,3,3,2,205,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,3,1,2,78048.53729010299,93194.6301303979,1,145,15,15,5,Female,College,English
97360,10,2,1,63,.,4,4,2,.,2,.,2,1,7,.,5,1,.,1,2,2,.,.,.,1,2,2,1,5,5,1,0,2,1,4,3,1,2,10541.733964114928,10328.341587647024,2,134,.,.,.,Male,College,English
97361,10,2,1,54,.,5,7,1,.,1,2,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,3,2,1,3,12661.212466778537,13971.77057101767,2,135,15,15,5,Male,HS,English
97362,10,2,1,22,.,3,3,2,.,2,.,1,1,.,.,4,4,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,2,2,2,.,66305.88589734434,74273.62741542727,2,141,5,5,1.69,Male,HS,English
97363,10,2,1,4,.,3,3,2,53,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,2,2,2,1,.,20228.130627070776,20674.940799607943,2,139,6,6,1.01,Male,HS,English
97364,10,2,2,33,.,5,6,1,.,2,.,2,2,2,.,2,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,2,1,1,1,23766.03381877067,24386.309150121044,1,144,6,6,1.02,Female,<HS,English
97365,10,2,2,49,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,2,3,2,1,.,50196.66503839038,54504.64495746735,1,143,10,10,1.75,Female,HS,English
97366,10,2,1,11,.,3,3,2,135,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,1,2,0,2,2,2,1,.,16368.722014839463,17630.01073751571,2,139,5,5,0.71,Male,HS,English
97367,10,2,2,61,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,4,2,1,.,76070.30211054323,98715.09756086701,2,139,8,8,3.04,Female,HS,English
97368,10,2,2,9,.,3,3,2,118,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,3,3,0,1,0,2,3,3,1,3,117412.30588507325,130398.05599516365,1,141,15,15,5,Female,College,English
97369,10,1,2,54,.,3,3,.,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,0,1,3,1,1,2,42228.339857600244,0,2,139,6,6,1.82,Female,<HS,English
97370,10,2,2,62,.,2,2,1,.,2,.,2,1,9,.,5,2,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,4,3,2,.,14152.597049469974,13632.347891480858,1,140,8,8,2.77,Female,College,English
97371,10,2,2,57,.,3,3,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,3,2,1,3,128268.47591542735,137719.50116249197,2,148,14,14,5,Female,HS,English
97372,10,2,2,17,.,1,1,1,212,2,.,1,1,.,11,.,.,.,1,2,2,.,.,.,1,2,2,1,4,4,0,1,0,2,2,.,2,.,35438.414240791644,36980.13628487164,2,135,.,.,.,Female,.,English
97373,10,2,2,41,.,3,3,2,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,2,3,2,3,.,37073.72675176259,37879.88716260801,1,142,4,4,1.13,Female,HS,English
97374,10,2,1,65,.,3,3,1,.,1,2,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,2,0,1,1,2,3,2,1,2,66419.03525020093,64559.63702399859,2,142,8,7,2.33,Male,HS,English
97375,10,2,1,71,.,5,7,2,.,1,2,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,2,2,.,19486.138197106502,21401.79512031525,2,145,4,4,1.4,Male,HS,English
97376,10,1,2,80,.,5,6,.,.,2,.,2,1,9,.,3,3,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,1,2,4,2,2,.,15485.972770519978,0,1,139,4,4,1.59,Female,HS,English
97377,10,2,2,15,.,3,3,2,185,.,.,1,1,.,9,.,.,.,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,3,1,2,.,66146.245921707,68173.90401185697,1,134,7,7,2.01,Female,<HS,English
97378,10,2,2,19,.,4,4,1,238,2,.,2,1,5,13,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,1,1,2,3,3,2,.,18215.284195507298,18523.347870768892,1,143,9,9,1.91,Female,College,English
97379,10,2,1,38,.,2,2,2,.,2,.,2,1,6,.,3,1,.,1,2,2,1,2,2,1,2,2,1,6,6,1,3,0,2,2,2,1,2,47418.54101976145,49890.94305977221,2,136,14,14,2.67,Male,HS,English
97380,10,2,1,22,.,5,6,1,.,2,.,2,7,77,.,4,5,.,1,2,1,1,2,1,.,.,.,.,7,1,0,0,0,2,3,2,2,.,27895.10100493427,30385.272355888774,1,136,12,77,.,Male,HS,English
97381,10,2,1,69,.,4,4,2,.,1,1,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,4,2,1,2,10707.866516890957,11076.21581030102,1,141,15,15,5,Male,HS,English
97382,10,2,1,36,.,5,6,2,.,2,.,2,2,4,.,5,1,.,1,2,2,1,2,2,1,2,2,1,5,5,3,0,0,1,2,3,1,3,26046.271530627637,31010.208129463423,2,145,15,15,5,Male,College,English
97383,10,2,1,54,.,3,3,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,3,3,1,3,134586.01912032138,142823.50910508496,1,141,99,99,.,Male,College,English
97384,10,2,1,31,.,1,1,1,.,2,.,1,1,.,.,4,4,.,1,2,2,.,.,.,1,2,2,1,4,4,0,1,0,2,2,.,2,.,95152.44257209769,114702.45341775252,2,135,.,.,.,Male,.,English
97385,10,2,2,12,.,1,1,1,145,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,2,1,2,2,2,1,1,3462.302085392154,3534.0362393758346,2,148,9,9,1.94,Female,HS,English
97386,10,2,1,60,.,5,7,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,2,2,4,2,1,2,13605.395277948859,14073.419204964732,2,142,6,6,1.05,Male,HS,English
97387,10,2,1,13,.,3,3,2,164,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,1,2,1,1,4,2,1,2,17286.478733667955,16779.0728383923,2,139,8,8,1.56,Male,HS,English
97388,10,2,2,66,.,4,4,2,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,2,3,.,16563.430998610867,16732.704563797743,2,147,2,2,0.66,Female,HS,English
97389,10,2,1,80,.,4,4,1,.,2,.,1,1,.,.,1,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,1,1,1,11270.364993064457,11723.481402855205,1,144,5,5,1.4,Male,<HS,English
97390,10,2,1,76,.,3,3,2,.,1,1,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,131953.20910844143,145905.67683995515,2,147,14,14,5,Male,College,English
97391,10,2,1,67,.,1,1,1,.,2,.,2,1,8,.,1,4,.,2,2,2,2,2,2,2,2,2,2,6,6,0,1,2,2,2,2,3,.,5566.7754528171845,5826.345249285113,2,135,99,99,.,Male,HS,Spanish
97392,10,2,2,19,.,4,4,2,230,2,.,1,1,.,15,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,1,2,.,.,27213.227194404193,27797.33513700474,2,146,4,4,0.72,Female,HS,English
97393,10,2,1,3,.,4,4,1,37,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,1,0,2,3,3,3,.,10298.779812412307,11019.50490898182,1,144,6,6,1.57,Male,College,English
97394,10,2,1,15,.,5,6,1,188,.,.,1,1,.,10,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,1,1,1,4,3,1,3,12377.833635917621,12419.438628320031,1,137,15,15,5,Male,College,English
97395,10,2,1,16,.,3,3,2,194,.,.,1,1,.,66,.,.,.,1,1,2,1,2,2,1,1,2,.,3,3,0,1,2,1,4,2,1,2,37832.35106091685,38763.1932733737,1,142,7,7,2.17,Male,HS,English
97396,10,2,1,47,.,4,4,2,.,2,.,2,2,3,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,3,2,1,2,19703.177856740618,19484.25538894434,1,138,5,5,1.13,Male,HS,English
97397,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,30763.649187460054,33631.40582050183,2,136,1,1,0.15,Female,HS,English
97398,10,2,1,69,.,5,6,1,.,2,.,2,1,7,.,5,2,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,4,3,2,.,14450.603566786145,14460.973315782147,1,148,7,7,2.28,Male,College,English
97399,10,2,2,6,.,2,2,2,76,.,.,2,2,1,1,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,0,2,0,2,3,1,1,1,18474.778564484128,23089.822558021864,1,134,4,4,0.66,Female,<HS,Spanish
97400,10,2,1,19,.,3,3,1,236,2,.,1,1,.,13,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,3,2,1,.,43624.163124785344,43713.15080802401,1,146,14,14,3.82,Male,HS,English
97401,10,2,1,10,.,3,3,2,131,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,0,3,0,2,2,2,1,2,15989.994721162784,17222.1006851575,2,139,6,6,1.02,Male,HS,English
97402,10,2,2,23,.,5,6,2,.,2,.,2,2,1,.,5,5,2,1,2,2,1,2,2,1,2,2,1,4,1,0,0,0,2,2,3,3,.,24451.746158355993,24758.41679642752,2,138,99,1,0,Female,College,English
97403,10,2,1,80,.,5,6,2,.,2,.,2,1,7,.,2,1,.,1,2,1,1,2,1,1,2,1,.,2,2,0,0,2,2,4,2,1,1,20556.428417512445,23192.085212421858,2,138,4,4,0.95,Male,HS,English
97404,10,2,2,9,.,3,3,2,115,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,7,7,0,3,0,1,3,2,1,2,14852.6269396549,16295.11267225066,1,142,12,12,.,Female,HS,English
97405,10,2,2,4,.,3,3,2,53,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,2,2,2,1,.,26465.751496868776,28657.861783840624,1,141,6,6,1.22,Female,HS,English
97406,10,2,2,7,.,3,3,2,90,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,2,0,1,2,3,1,3,19396.34146322386,21201.108511486414,1,142,6,6,0.73,Female,College,English
97407,10,2,1,55,.,4,4,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,3,2,1,2,23406.408780861828,23780.503796157427,1,136,9,9,2.24,Male,HS,English
97408,10,2,1,67,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,4,2,1,2,18668.2473715368,24065.754727325584,1,142,4,4,1.02,Male,HS,English
97409,10,2,1,32,.,5,6,1,.,2,.,2,2,3,.,5,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,2,3,3,.,15147.206829514993,18297.174669098258,1,139,12,12,.,Male,College,English
97410,10,2,2,46,.,1,1,1,.,2,.,2,2,6,.,1,4,.,2,2,2,.,.,.,2,2,2,2,4,4,1,1,0,2,3,1,2,.,22009.407901025992,21622.133899875276,2,140,.,.,.,Female,<HS,Spanish
97411,10,2,2,15,.,1,1,1,184,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,1,0,1,3,1,1,1,14517.754902690791,14818.542887101747,2,140,7,7,1.22,Female,<HS,English
97412,10,2,1,73,.,3,3,2,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,1,1,4,1,1,2,82645.49352788886,88951.57989150505,1,141,9,9,3.39,Male,<HS,English
97413,10,2,1,9,.,1,1,2,112,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,2,2,0,1,0,2,3,2,2,.,30676.198930323288,31491.26222175861,2,143,5,5,1.22,Male,HS,English
97414,10,2,1,3,.,3,3,2,44,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,2,1,3,43394.95955413124,57580.3548793524,2,147,7,7,1.59,Male,HS,English
97415,10,2,1,54,.,5,6,2,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,3,3,1,3,15933.693597756941,16733.443542935598,2,138,15,15,5,Male,College,English
97416,10,2,1,9,.,1,1,1,117,.,.,1,1,.,2,.,.,.,2,1,2,2,2,2,2,2,2,.,2,2,0,1,0,1,2,1,2,.,16560.209139992017,17140.73167046648,2,136,99,99,.,Male,<HS,Spanish
97417,10,2,2,77,.,5,6,1,.,2,.,2,1,5,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,26795.175641448786,28489.905545827285,1,136,7,7,2.46,Female,College,English
97418,10,2,2,47,.,3,3,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,6,6,3,0,1,1,4,2,1,2,195462.45532888864,221220.8279413378,1,146,12,12,.,Female,HS,English
97419,10,2,2,55,.,5,6,1,.,2,.,2,1,6,.,5,5,.,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,2,3,3,3,.,13794.522038596151,13828.803546526144,1,148,15,15,5,Female,College,English
97420,10,2,1,51,.,2,2,2,.,1,1,1,1,.,.,5,1,.,1,2,2,.,.,.,1,2,2,1,4,4,2,0,0,1,3,3,1,3,78976.75997425524,87006.62733674572,2,134,.,.,.,Male,College,English
97421,10,2,2,6,.,1,1,1,77,.,.,1,1,.,0,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,1,2,0,1,2,1,1,2,12759.038933739432,12757.180891899412,2,135,9,9,1.97,Female,<HS,Spanish
